State,Crop,Season,Year,Area_Hectares,Rainfall_mm,Fertilizer_kg_per_ha,Avg_Temp_C,Irrigation_pct,Yield_kg_per_ha
Gujarat,Rice,Kharif,2005,3500.84,1793.28,54.1,25.1,41.08,1409.19
Gujarat,Rice,Kharif,2004,3560.16,427.14,272.48,31.87,38.81,1410.39
Gujarat,Rice,Kharif,2003,1301.53,1243.29,278.65,35.53,83.91,3108.83
Gujarat,Rice,Kharif,2002,4547.85,1512.77,318.4,18.23,92.44,3480.18
Gujarat,Rice,Kharif,2001,2393.97,1497.27,88.16,25.92,40.36,1627.42
Gujarat,Rice,Kharif,2000,4038.53,313.86,143.75,21.49,64.18,1207.69
Gujarat,Wheat,Rabi,2006,1308.55,688.5,196.5,31.05,29.1,1742.6
Gujarat,Wheat,Rabi,2007,4870.05,895.73,229.7,22.83,56.78,2442.83
Gujarat,Wheat,Rabi,2008,416.89,352.11,190.62,25.97,30.27,1622.82
Gujarat,Wheat,Rabi,2009,4816.73,1547.3,189.07,32.75,29.61,2232.16
Gujarat,Wheat,Rabi,2010,2584.91,718.59,98.35,26.53,29.83,1517.99
Gujarat,Wheat,Rabi,2011,2679.17,519.56,91.93,29.67,93.88,2112.55
Gujarat,Wheat,Rabi,2012,526.44,728.6,310.84,19.45,85.69,2553.47
Gujarat,Wheat,Rabi,2013,1582.92,745.68,141.74,35.7,74.28,2405.37
Gujarat,Wheat,Rabi,2014,3365.13,1498.12,127.13,30.36,54.5,2489.24
Gujarat,Wheat,Rabi,2015,3233.73,1623.32,170.65,19.33,58.7,3241.78
Gujarat,Wheat,Rabi,2016,1762.56,1308.34,335.31,27.71,54.96,3564.53
Gujarat,Wheat,Rabi,2017,1304.86,1678.47,250.98,18.27,35.35,3256.44
Gujarat,Wheat,Rabi,2005,3430.04,1446.6,301.96,23.84,89.83,5195.07
Gujarat,Wheat,Rabi,2004,3003.86,484.11,338.93,20.46,39.12,2409.76
Gujarat,Wheat,Rabi,2003,4077.46,1227.9,301.44,28.31,48.27,3700.64
Gujarat,Wheat,Rabi,2002,4251.24,508.79,224.07,35.76,55.52,2387.73
Gujarat,Wheat,Rabi,2001,3745.51,1507.01,270.95,36.51,53.51,3631.22
Gujarat,Wheat,Rabi,2000,2811.85,577.42,61.68,18.72,82.37,1853.46
Gujarat,Maize,Kharif,2006,2977.68,837.13,318.27,19.4,93.52,2404.85
Gujarat,Maize,Kharif,2007,3411.39,1445.07,178.8,35.23,31.3,2017.75
Gujarat,Maize,Kharif,2008,1430.25,440.24,113.26,22.77,88.82,1376.4
Gujarat,Maize,Kharif,2009,2685.37,1648.04,346.1506,33.07,92.81,3142.33
Gujarat,Maize,Kharif,2010,3946.15,1744.8,262.18,19.6,50.14,2338.75
Gujarat,Maize,Kharif,2011,1403.25,1166.1,330.05,18.7,77.69,3490.89
Gujarat,Maize,Kharif,2012,3627.5,1745.93,329.21,33.24,59.03,3036.38
Gujarat,Maize,Kharif,2013,3838.49,1643.5,286.91,21.91,64.98,2692.06
Gujarat,Maize,Kharif,2014,1694.26,313.81,110.07,20.26,83.2,1204.71
Gujarat,Maize,Kharif,2015,4801.69,868.63,52.88,23.68,28.95,1193.74
Gujarat,Maize,Kharif,2016,558.9,416.23,227.98,21.79,47.09,1545.08
Gujarat,Maize,Kharif,2017,4582.67,1046.91,169.65,33.01,25.49,2077.07
Gujarat,Maize,Kharif,2005,492.92,1277.96,196.08,33.81,88.72,3355.0
Gujarat,Maize,Kharif,2004,2528.45,1772.42,299.33,36.23,39.08,2518.91
Gujarat,Maize,Kharif,2003,3874.01,698.21,112.62,36.89,21.45,1311.19
Gujarat,Maize,Kharif,2002,1785.98,625.14,225.65,24.96,69.3,2292.1
Gujarat,Maize,Kharif,2001,127.45,396.56,79.9,26.38,81.11,1356.83
Gujarat,Maize,Kharif,2000,2893.13,1452.55,136.65,26.18,59.3,2531.2
Gujarat,Maize,Rabi,2006,717.63,338.97,95.84,30.54,25.52,839.5
Gujarat,Maize,Rabi,2007,435.46,587.55,323.38,18.39,69.01,1874.69
Gujarat,Maize,Rabi,2008,1952.82,1308.97,226.61,22.47,83.54,3091.63
Gujarat,Maize,Rabi,2009,2059.76,1777.03,281.15,37.32,58.57,2780.3
Gujarat,Maize,Rabi,2010,2394.77,1433.18,314.09,37.28,44.34,2583.15
Gujarat,Maize,Rabi,2011,2750.59,569.77,154.22,36.63,30.96,1389.99
Gujarat,Maize,Rabi,2012,3180.38,1189.43,86.22,24.52,62.22,2021.29
Gujarat,Maize,Rabi,2013,4862.17,622.14,106.07,27.1,76.08,1502.63
Gujarat,Maize,Rabi,2014,1443.92,329.82,212.37,37.13,49.35,1453.29
Gujarat,Maize,Rabi,2015,3488.31,1378.76,218.81,37.49,71.66,2811.68
Gujarat,Maize,Rabi,2016,4480.41,1349.07,270.53,23.81,42.76,2580.95
Gujarat,Maize,Rabi,2017,2835.71,674.03,295.1,20.21,82.21,2759.16
Gujarat,Maize,Rabi,2005,3033.51,580.36,212.61,23.65,44.26,1670.29
Gujarat,Maize,Rabi,2004,4930.51,347.3,248.75,25.42,68.45,1738.87
Gujarat,Maize,Rabi,2003,1813.43,1310.63,268.77,31.81,28.55,2364.03
Gujarat,Maize,Rabi,2002,192.57,922.25,180.06,27.34,72.86,2589.19
Gujarat,Maize,Rabi,2001,1578.78,772.92,68.17,31.74,62.59,1801.46
Gujarat,Maize,Rabi,2000,2709.92,1003.87,203.4,30.73,69.5,2456.48
Gujarat,Soybean,Kharif,2006,1480.34,511.12,96.99,30.79,85.47,541.78
Gujarat,Soybean,Kharif,2007,3795.18,1548.73,314.17,30.14,84.55,1354.98
Gujarat,Soybean,Kharif,2008,126.3,460.85,77.77,32.25,25.22,304.67
Gujarat,Soybean,Kharif,2009,1587.98,1605.61,101.13,25.05,78.06,892.44
Gujarat,Soybean,Kharif,2010,200.59,1309.43,294.92,36.65,85.72,1530.31
Gujarat,Soybean,Kharif,2011,432.6,686.81,78.27,24.3,85.64,591.32
Gujarat,Soybean,Kharif,2012,1768.48,1142.85,180.01,27.18,92.72,1271.05
Gujarat,Soybean,Kharif,2013,2129.31,391.72,196.8,34.27,27.41,491.46
Gujarat,Soybean,Kharif,2014,394.48,530.45,279.32,32.48,62.38,945.96
Gujarat,Soybean,Kharif,2015,3845.15,1517.91,293.98,30.85,54.35,1305.08
Gujarat,Soybean,Kharif,2016,4330.15,1689.01,57.14,19.03,91.91,993.67
Gujarat,Soybean,Kharif,2017,1974.54,478.65,74.13,21.13,38.74,483.87
Gujarat,Soybean,Kharif,2005,2468.17,1352.25,345.92,26.83,58.86,1704.45
Gujarat,Soybean,Kharif,2004,2612.82,313.16,50.52,19.95,27.62,438.27
Gujarat,Soybean,Kharif,2003,3539.24,607.37,318.41,36.57,93.19,1162.58
Gujarat,Soybean,Kharif,2002,2573.4,563.18,291.86,35.77,83.85,1103.08
Gujarat,Soybean,Kharif,2001,2195.17,1438.01,79.27,18.8,76.49,1103.97
Gujarat,Soybean,Kharif,2000,4094.78,1673.99,139.36,37.0,31.38,931.2
Gujarat,Sugarcane,Whole Year,2006,455.75,947.42,298.5,27.47,82.2,70281.69
Gujarat,Sugarcane,Whole Year,2007,4746.96,391.17,319.48,24.09,57.51,49180.8
Gujarat,Sugarcane,Whole Year,2008,2140.64,557.75,157.44,21.86,35.29,36484.36
Gujarat,Sugarcane,Whole Year,2009,3999.76,1153.46,317.96,30.73,71.7,70540.32699999999
Gujarat,Sugarcane,Whole Year,2010,3354.66,974.19,256.8,19.39,84.49,70540.32699999999
Gujarat,Sugarcane,Whole Year,2011,3851.76,318.96,115.17,19.3,78.52,37165.11
Gujarat,Sugarcane,Whole Year,2012,3791.58,1520.45,51.34,28.02,72.86,53953.32
Gujarat,Sugarcane,Whole Year,2013,466.34,571.99,192.74,31.07,30.94,37977.21
Gujarat,Sugarcane,Whole Year,2014,966.86,606.67,121.61,22.53,49.64,37795.22
Gujarat,Sugarcane,Whole Year,2015,3891.07,1378.9,87.96,18.98,85.85,70540.32699999999
Gujarat,Sugarcane,Whole Year,2016,445.16,522.51,56.64,30.57,63.68,30109.36
Gujarat,Sugarcane,Whole Year,2017,1519.42,528.61,91.43,20.65,28.56,29454.75
Gujarat,Sugarcane,Whole Year,2005,1240.53,760.0,338.47,29.57,94.07,70540.32699999999
Gujarat,Sugarcane,Whole Year,2004,1656.66,574.33,92.95,36.9,94.01,39103.48
Gujarat,Sugarcane,Whole Year,2003,272.3,525.52,177.06,21.73,47.29,44830.79
Gujarat,Sugarcane,Whole Year,2002,1394.89,827.86,78.29,26.56,93.74,50320.42
Gujarat,Sugarcane,Whole Year,2001,1677.72,1614.64,302.96,37.04,79.26,70540.32699999999
Gujarat,Sugarcane,Whole Year,2000,424.44,994.25,346.1506,33.39,92.16,70540.32699999999
Gujarat,Cotton,Kharif,2006,3909.19,1612.32,261.96,33.21,59.24,487.12
Gujarat,Cotton,Kharif,2007,1557.67,353.44,330.7,29.72,42.36,288.84
Gujarat,Cotton,Kharif,2008,788.22,1544.28,300.96,34.29,68.38,475.02
Gujarat,Cotton,Kharif,2009,92.35,1550.41,76.23,30.62,57.81,298.42
Gujarat,Cotton,Kharif,2010,2657.11,1690.07,59.48,33.47,23.9,260.15
Gujarat,Cotton,Kharif,2011,362.22,1483.72,208.87,18.58,23.04,357.58
Gujarat,Cotton,Kharif,2012,3082.71,1509.17,181.34,29.09,79.99,423.31
Gujarat,Cotton,Kharif,2013,3084.61,1242.42,270.23,30.42,92.69,625.26
Gujarat,Cotton,Kharif,2014,1026.58,1726.64,211.5,31.44,27.46,439.81
Gujarat,Cotton,Kharif,2015,3549.21,360.21,213.98,19.77,94.69,307.78
Gujarat,Cotton,Kharif,2016,4491.62,331.62,307.59,36.39,46.52,287.74
Gujarat,Cotton,Kharif,2017,3293.4,810.48,146.77,26.49,30.92,334.88
Gujarat,Cotton,Kharif,2005,4164.14,823.05,170.04,35.88,57.25,378.29
Gujarat,Cotton,Kharif,2004,4439.3,554.2,191.96,37.43,47.93,305.93
Gujarat,Cotton,Kharif,2003,1889.29,592.55,84.3,32.81,77.75,298.19
Gujarat,Cotton,Kharif,2002,2946.24,622.31,316.73,37.87,26.5,347.14
Gujarat,Cotton,Kharif,2001,4318.15,885.77,207.22,36.3,93.0,461.81
Gujarat,Cotton,Kharif,2000,448.56,1142.7,54.08,26.24,25.5,274.35
Gujarat,Mustard,Rabi,2006,2055.87,359.9,300.57,22.19,44.62,743.57
Gujarat,Mustard,Rabi,2007,1134.24,407.85,264.7,25.81,77.46,874.7
Gujarat,Mustard,Rabi,2008,2254.21,819.0,185.36,32.97,87.67,1021.69
Gujarat,Mustard,Rabi,2009,212.54,1002.61,315.58,25.23,89.93,1358.77
Gujarat,Mustard,Rabi,2010,3171.51,1701.23,277.15,20.07,37.34,1095.98
Gujarat,Mustard,Rabi,2011,2499.81,1007.05,336.88,26.67,78.92,1360.23
Gujarat,Mustard,Rabi,2012,4712.46,1615.48,112.6,27.92,46.08,799.97
Gujarat,Mustard,Rabi,2013,4140.48,978.21,207.11,37.65,24.5,820.92
Gujarat,Mustard,Rabi,2014,2465.39,1461.09,95.35,30.23,37.96,840.85
Gujarat,Mustard,Rabi,2015,1678.86,1197.29,105.07,23.7,51.25,1024.62
Gujarat,Mustard,Rabi,2016,1800.51,1087.32,229.89,29.33,69.06,1229.69
Gujarat,Mustard,Rabi,2017,3816.0,1576.17,127.1,26.14,57.39,1035.8
Gujarat,Mustard,Rabi,2005,2689.97,1289.24,62.48,32.43,24.65,851.16
Gujarat,Mustard,Rabi,2004,2283.52,523.63,345.51,35.79,77.85,1103.37
Gujarat,Mustard,Rabi,2003,2086.98,575.77,332.42,28.65,83.93,1078.69
Gujarat,Mustard,Rabi,2002,4928.43,1082.75,92.21,22.39,56.15,863.15
Gujarat,Mustard,Rabi,2001,260.23,993.8,175.68,33.59,46.62,996.11
Gujarat,Mustard,Rabi,2000,3682.63,1792.13,295.74,29.11,56.36,1599.94
Gujarat,Chickpea,Rabi,2006,4183.4,1703.96,346.1506,25.93,94.32,1189.56
Gujarat,Chickpea,Rabi,2007,490.63,707.61,280.38,35.06,78.42,807.79
Gujarat,Chickpea,Rabi,2008,3173.78,1070.95,262.61,25.82,83.1,1160.2
Gujarat,Chickpea,Rabi,2009,2702.88,1627.84,125.6,25.62,78.32,921.37
Gujarat,Chickpea,Rabi,2010,2489.11,1633.82,153.92,25.39,86.66,1049.68
Gujarat,Chickpea,Rabi,2011,1697.18,715.0,246.78,20.4,85.95,670.51
Gujarat,Chickpea,Rabi,2012,3907.06,586.12,258.21,30.05,33.84,610.73
Gujarat,Chickpea,Rabi,2013,3511.25,1258.09,209.67,33.37,76.85,924.4
Gujarat,Chickpea,Rabi,2014,3108.4,1480.49,150.28,35.62,66.12,913.1
Gujarat,Chickpea,Rabi,2015,1131.27,1113.62,161.33,31.95,55.68,936.59
Gujarat,Chickpea,Rabi,2016,4188.76,1317.11,255.36,22.34,93.82,1323.35
Gujarat,Chickpea,Rabi,2017,1684.57,1103.45,91.13,28.77,30.94,669.35
Gujarat,Chickpea,Rabi,2005,2787.54,1273.08,167.06,27.97,85.67,1077.96
Gujarat,Chickpea,Rabi,2004,895.24,355.06,105.67,33.3,50.38,448.74
Gujarat,Chickpea,Rabi,2003,4368.98,1087.06,56.68,32.33,28.27,565.69
Gujarat,Chickpea,Rabi,2002,1759.96,1441.91,336.27,25.43,82.21,1438.81
Gujarat,Chickpea,Rabi,2001,994.42,1510.77,247.25,21.85,42.69,1034.22
Gujarat,Chickpea,Rabi,2000,1058.06,1266.0,346.1506,18.24,60.57,1183.85
Gujarat,Groundnut,Kharif,2006,2889.65,1671.31,201.8,28.87,55.37,1395.04
Gujarat,Groundnut,Kharif,2007,2774.94,760.94,210.08,20.69,89.95,1360.19
Gujarat,Groundnut,Kharif,2008,4477.88,584.99,153.03,30.27,27.18,725.76
Gujarat,Groundnut,Kharif,2009,4581.81,1578.77,223.95,28.41,89.8,1738.58
Gujarat,Groundnut,Kharif,2010,4665.52,1754.0,87.61,21.21,70.76,1236.63
Gujarat,Groundnut,Kharif,2011,356.78,1632.12,310.66,25.15,86.83,2145.37
Gujarat,Groundnut,Kharif,2012,2988.69,1508.86,178.23,20.27,52.53,1732.09
Gujarat,Groundnut,Kharif,2013,572.63,1787.1,123.24,21.97,59.51,1166.26
Gujarat,Groundnut,Kharif,2014,2709.18,959.73,281.57,28.33,65.73,1853.27
Gujarat,Groundnut,Kharif,2015,136.07,907.77,327.87,25.06,54.4,1672.23
Gujarat,Groundnut,Kharif,2016,4908.63,598.99,69.58,35.19,85.13,1084.06
Gujarat,Groundnut,Kharif,2017,4187.24,1407.84,129.54,18.34,55.98,1085.23
Gujarat,Groundnut,Kharif,2005,4301.62,1643.75,336.87,35.59,63.5,2330.46
Gujarat,Groundnut,Kharif,2004,3712.12,1107.22,76.2,36.52,54.17,1174.04
Gujarat,Groundnut,Kharif,2003,1848.5,1244.35,252.15,22.21,82.77,1982.31
Gujarat,Groundnut,Kharif,2002,2061.68,1395.84,339.64,34.19,90.53,2304.99
Gujarat,Groundnut,Kharif,2001,746.0,406.77,217.31,23.81,82.1,1217.35
Gujarat,Groundnut,Kharif,2000,2531.14,658.77,227.03,26.87,53.5,1157.94
Gujarat,Bajra,Kharif,2006,1845.55,325.39,206.63,24.7,20.1,412.18
Gujarat,Bajra,Kharif,2007,1997.57,497.78,202.31,31.85,67.26,616.97
Gujarat,Bajra,Kharif,2008,4028.59,978.01,205.73,34.21,52.08,827.74
Gujarat,Bajra,Kharif,2009,2117.79,1440.31,102.45,24.77,36.81,828.61
Gujarat,Bajra,Kharif,2010,1827.59,645.56,223.82,33.96,79.0,734.57
Gujarat,Bajra,Kharif,2011,4185.92,1394.81,274.78,21.92,55.12,1309.7
Gujarat,Bajra,Kharif,2012,4316.05,1056.06,255.04,29.76,83.18,1256.69
Gujarat,Bajra,Kharif,2013,660.01,1335.32,269.59,18.86,70.68,1100.56
Gujarat,Bajra,Kharif,2014,2102.72,486.15,175.97,21.88,51.17,701.38
Gujarat,Bajra,Kharif,2015,3882.37,1210.54,56.81,36.62,71.47,770.9
Gujarat,Bajra,Kharif,2016,219.27,1528.25,110.08,29.58,55.0,943.61
Gujarat,Bajra,Kharif,2017,2214.94,413.02,333.99,36.41,71.33,836.99
Gujarat,Bajra,Kharif,2005,2366.07,439.29,287.22,19.51,25.15,613.11
Gujarat,Bajra,Kharif,2004,88.26,934.67,91.17,21.21,25.77,649.66
Gujarat,Bajra,Kharif,2003,1065.21,1373.23,292.68,27.05,57.99,1374.63
Gujarat,Bajra,Kharif,2002,3710.78,1207.5,167.64,20.37,78.56,1020.16
Gujarat,Bajra,Kharif,2001,1850.74,1404.08,203.89,32.77,88.05,1340.37
Gujarat,Bajra,Kharif,2000,2581.97,698.52,330.74,27.16,29.57,965.51
Odisha,Rice,Kharif,2006,2191.89,490.58,200.76,29.23,45.33,1210.26
Odisha,Rice,Kharif,2007,1866.0,1441.25,195.61,22.02,29.33,1709.89
Odisha,Rice,Kharif,2008,1758.0,506.33,346.1506,18.98,53.09,1274.14
Odisha,Rice,Kharif,2009,2878.19,524.97,285.17,24.65,64.35,1521.93
Odisha,Rice,Kharif,2010,3592.41,1633.56,300.74,30.17,49.13,2583.83
Odisha,Rice,Kharif,2011,4393.85,455.67,165.46,33.52,52.37,1150.52
Odisha,Rice,Kharif,2012,1694.53,916.98,230.85,38.0,56.97,1776.97
Odisha,Rice,Kharif,2013,259.63,1138.23,213.37,22.1,72.15,2117.62
Odisha,Rice,Kharif,2014,3718.48,688.65,153.23,37.81,48.07,1311.53
Odisha,Rice,Kharif,2015,3977.06,1453.53,250.33,35.1,90.44,3023.72
Odisha,Rice,Kharif,2016,2920.92,656.2,169.59,33.17,68.82,1398.18
Odisha,Rice,Kharif,2017,2523.37,1420.12,218.8,19.67,33.92,2109.52
Odisha,Rice,Kharif,2005,1135.67,686.8,219.62,28.08,35.24,1497.41
Odisha,Rice,Kharif,2004,4343.36,1573.13,203.46,32.13,34.46,2021.36
Odisha,Rice,Kharif,2003,3457.56,708.58,299.62,19.67,77.99,2389.47
Odisha,Rice,Kharif,2002,2463.14,849.45,243.63,36.95,23.1,1502.31
Odisha,Rice,Kharif,2001,4598.32,1213.62,292.19,25.68,55.39,2606.44
Odisha,Rice,Kharif,2000,2696.56,330.29,97.58,30.83,73.77,1200.6
Odisha,Wheat,Rabi,2006,2933.87,514.97,183.62,25.1,57.17,1746.91
Odisha,Wheat,Rabi,2007,465.75,1635.46,191.53,32.88,30.5,2402.4
Odisha,Wheat,Rabi,2008,3370.06,654.49,181.51,18.34,31.37,1653.22
Odisha,Wheat,Rabi,2009,545.09,1337.87,58.71,30.35,30.55,1690.31
Odisha,Wheat,Rabi,2010,4728.55,1699.64,117.65,30.29,22.1,1951.45
Odisha,Wheat,Rabi,2011,263.95,813.75,73.05,25.86,70.24,1925.11
Odisha,Wheat,Rabi,2012,2375.96,875.58,85.75,22.9,27.51,1545.93
Odisha,Wheat,Rabi,2013,2997.1,814.11,117.79,30.79,54.28,1971.06
Odisha,Wheat,Rabi,2014,2030.72,1189.28,197.38,24.07,61.93,2803.52
Odisha,Wheat,Rabi,2015,972.71,1140.76,309.86,35.66,25.25,2906.85
Odisha,Wheat,Rabi,2016,2124.57,1174.51,94.12,33.31,75.82,2657.91
Odisha,Wheat,Rabi,2017,3369.37,1641.58,67.15,29.94,62.68,2191.69
Odisha,Wheat,Rabi,2005,226.59,1070.28,232.86,21.83,40.5,2693.84
Odisha,Wheat,Rabi,2004,4297.17,813.57,130.0,37.7,88.34,2898.02
Odisha,Wheat,Rabi,2003,193.51,1456.09,83.1,18.55,40.53,2340.88
Odisha,Wheat,Rabi,2002,3567.8,1772.41,263.45,26.37,72.42,3643.92
Odisha,Wheat,Rabi,2001,4997.32,1365.21,278.5,36.77,28.52,3379.09
Odisha,Wheat,Rabi,2000,4774.17,616.45,201.18,31.61,38.56,2157.33
Odisha,Maize,Kharif,2006,3022.34,686.37,150.04,26.83,59.69,1413.47
Odisha,Maize,Kharif,2007,1528.01,538.45,64.2,21.92,63.65,834.58
Odisha,Maize,Kharif,2008,3941.27,553.87,82.57,32.99,42.89,1066.72
Odisha,Maize,Kharif,2009,1667.44,734.31,207.11,19.58,28.83,1505.4
Odisha,Maize,Kharif,2010,920.5,1462.09,204.16,18.21,70.51,2500.99
Odisha,Maize,Kharif,2011,1109.88,1127.67,343.75,19.47,41.29,1913.0
Odisha,Maize,Kharif,2012,1252.84,672.82,163.61,34.36,88.46,1847.05
Odisha,Maize,Kharif,2013,3202.65,1082.74,180.22,21.84,56.62,1870.51
Odisha,Maize,Kharif,2014,2036.01,1493.35,279.08,20.68,26.64,2349.03
Odisha,Maize,Kharif,2015,4296.11,387.23,207.95,28.79,84.55,1747.95
Odisha,Maize,Kharif,2016,533.17,660.67,171.96,35.32,90.42,1869.98
Odisha,Maize,Kharif,2017,4158.09,1638.98,106.05,30.39,88.8,2112.63
Odisha,Maize,Kharif,2005,2345.47,455.32,187.34,25.52,63.32,1513.76
Odisha,Maize,Kharif,2004,4970.29,1115.31,192.09,37.09,31.69,2054.3
Odisha,Maize,Kharif,2003,986.73,1512.02,128.25,33.98,40.37,1985.91
Odisha,Maize,Kharif,2002,1023.6,1436.77,242.36,36.47,78.72,2921.16
Odisha,Maize,Kharif,2001,944.84,1500.24,242.52,31.38,82.42,2847.62
Odisha,Maize,Kharif,2000,3201.37,746.94,104.78,30.33,37.54,1760.52
Odisha,Maize,Rabi,2006,445.58,300.83,232.5,25.24,76.42,1353.02
Odisha,Maize,Rabi,2007,2065.07,1275.86,156.84,37.28,90.21,1880.46
Odisha,Maize,Rabi,2008,4247.74,1680.45,184.74,28.73,75.66,2454.8
Odisha,Maize,Rabi,2009,3595.84,1796.83,154.55,34.66,72.32,2237.58
Odisha,Maize,Rabi,2010,3472.36,788.75,285.68,36.01,36.39,1685.0
Odisha,Maize,Rabi,2011,4948.26,1018.25,118.5,25.64,69.04,2074.27
Odisha,Maize,Rabi,2012,426.64,1205.4,329.37,35.01,25.08,2410.05
Odisha,Maize,Rabi,2013,157.11,649.72,277.19,29.72,78.71,2101.76
Odisha,Maize,Rabi,2014,3743.44,375.9,317.75,22.54,61.5,1560.61
Odisha,Maize,Rabi,2015,4882.34,1032.23,67.29,36.75,63.97,1721.68
Odisha,Maize,Rabi,2016,3511.01,1087.76,300.42,18.66,40.13,2349.17
Odisha,Maize,Rabi,2017,3544.24,890.5,131.8,18.07,73.99,1918.2
Odisha,Maize,Rabi,2005,4177.36,892.56,219.27,22.55,66.66,2266.93
Odisha,Maize,Rabi,2004,3238.82,1677.29,164.4,33.3,64.83,2341.77
Odisha,Maize,Rabi,2003,4638.71,897.57,145.73,35.74,23.69,1579.17
Odisha,Maize,Rabi,2002,69.93,902.47,106.04,30.49,70.95,2043.58
Odisha,Maize,Rabi,2001,2463.26,360.78,246.84,34.84,74.02,1700.51
Odisha,Maize,Rabi,2000,4450.0,783.29,54.02,34.87,90.64,1758.9
Odisha,Soybean,Kharif,2006,3295.01,647.15,125.52,27.33,87.34,684.84
Odisha,Soybean,Kharif,2007,1491.95,1512.88,326.08,26.55,47.38,1071.22
Odisha,Soybean,Kharif,2008,4021.0,1094.22,255.33,30.46,31.47,868.09
Odisha,Soybean,Kharif,2009,4664.8,675.86,270.16,23.69,43.83,801.04
Odisha,Soybean,Kharif,2010,1584.51,1421.84,217.04,35.66,43.05,1040.8
Odisha,Soybean,Kharif,2011,799.84,900.88,194.85,25.11,44.16,845.32
Odisha,Soybean,Kharif,2012,3447.78,623.8,262.82,36.7,62.39,791.77
Odisha,Soybean,Kharif,2013,4329.16,728.17,234.52,37.58,64.66,882.67
Odisha,Soybean,Kharif,2014,3637.31,967.98,68.11,33.95,22.62,560.69
Odisha,Soybean,Kharif,2015,2595.64,1195.73,187.26,24.82,55.09,1018.87
Odisha,Soybean,Kharif,2016,1591.51,957.18,157.67,29.32,37.84,775.18
Odisha,Soybean,Kharif,2017,1011.1,1015.6,309.92,18.44,70.97,1278.62
Odisha,Soybean,Kharif,2005,2762.44,554.34,295.24,25.38,42.04,840.79
Odisha,Soybean,Kharif,2004,4496.38,1244.83,272.25,34.73,24.11,1145.9
Odisha,Soybean,Kharif,2003,3891.44,1220.56,70.85,28.17,26.18,717.77
Odisha,Soybean,Kharif,2002,4770.19,574.7,231.81,22.23,66.05,968.58
Odisha,Soybean,Kharif,2001,3627.12,1383.46,294.52,35.07,25.8,1260.07
Odisha,Soybean,Kharif,2000,2518.0,586.01,215.81,26.15,49.25,717.39
Odisha,Sugarcane,Whole Year,2006,4058.28,911.4,57.94,19.16,84.22,42003.19
Odisha,Sugarcane,Whole Year,2007,1853.62,1707.9,248.84,34.89,77.44,70540.32699999999
Odisha,Sugarcane,Whole Year,2008,1926.74,1018.05,105.84,23.84,78.36,51547.2
Odisha,Sugarcane,Whole Year,2009,2352.61,429.76,67.08,25.49,54.79,29135.93
Odisha,Sugarcane,Whole Year,2010,3065.15,309.73,346.1506,25.28,83.61,43393.26
Odisha,Sugarcane,Whole Year,2011,3997.95,1364.74,208.23,28.29,26.56,55917.81
Odisha,Sugarcane,Whole Year,2012,3296.45,1666.87,77.97,23.27,87.67,60311.86
Odisha,Sugarcane,Whole Year,2013,2697.35,1194.49,174.74,24.0,23.64,46567.52
Odisha,Sugarcane,Whole Year,2014,3734.19,1419.14,251.22,30.87,38.28,55990.99
Odisha,Sugarcane,Whole Year,2015,554.56,394.08,154.66,34.09,88.9,41597.85
Odisha,Sugarcane,Whole Year,2016,4488.92,1680.0,322.32,28.54,36.46,69525.13
Odisha,Sugarcane,Whole Year,2017,1372.68,649.88,204.49,24.44,31.56,46036.36
Odisha,Sugarcane,Whole Year,2005,2293.21,1610.86,221.17,35.57,34.69,65610.13
Odisha,Sugarcane,Whole Year,2004,2343.48,1290.26,288.39,33.03,90.67,70540.32699999999
Odisha,Sugarcane,Whole Year,2003,2021.37,609.58,215.27,20.21,41.66,45652.59
Odisha,Sugarcane,Whole Year,2002,600.52,347.76,247.04,30.2,73.13,43167.56
Odisha,Sugarcane,Whole Year,2001,3318.91,471.44,137.32,20.59,83.22,42258.89
Odisha,Sugarcane,Whole Year,2000,1739.48,1749.92,228.25,34.02,39.84,70540.32699999999
Odisha,Cotton,Kharif,2006,1089.76,1475.88,255.76,31.62,61.45,498.11
Odisha,Cotton,Kharif,2007,1386.51,829.15,311.49,24.18,60.97,404.94
Odisha,Cotton,Kharif,2008,3528.07,1799.89,180.59,26.56,83.19,451.6
Odisha,Cotton,Kharif,2009,2342.99,785.91,232.62,35.52,86.28,413.05
Odisha,Cotton,Kharif,2010,587.07,942.53,189.42,37.55,70.85,359.12
Odisha,Cotton,Kharif,2011,2848.66,444.11,300.33,33.05,54.54,301.59
Odisha,Cotton,Kharif,2012,2174.59,1646.01,136.54,22.98,90.44,438.27
Odisha,Cotton,Kharif,2013,1016.21,514.94,57.81,22.74,78.06,226.23
Odisha,Cotton,Kharif,2014,1238.19,1393.65,125.57,25.91,93.74,403.75
Odisha,Cotton,Kharif,2015,1540.38,464.44,196.97,25.57,72.12,258.41
Odisha,Cotton,Kharif,2016,4097.09,1116.37,59.66,30.38,24.15,283.01
Odisha,Cotton,Kharif,2017,1028.95,1529.02,323.33,34.26,42.88,529.11
Odisha,Cotton,Kharif,2005,2953.88,1672.22,146.2,34.4,20.71,345.98
Odisha,Cotton,Kharif,2004,4653.63,476.86,119.6,36.07,33.29,224.16
Odisha,Cotton,Kharif,2003,3427.03,1095.69,74.96,23.71,59.03,337.09
Odisha,Cotton,Kharif,2002,3128.32,1044.05,139.61,20.38,50.68,382.02
